schno,school,span,group,domain,construct,favorability,count
670,Lakeshore ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,58,25
670,Lakeshore ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,56,25
670,Lakeshore ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,66,25
670,Lakeshore ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,59,25
670,Lakeshore ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,79,82
670,Lakeshore ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,82
670,Lakeshore ES,Elementary,Low SES,Culture/Climate,Safety,50,82
670,Lakeshore ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),74,82
670,Lakeshore ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,60,82
670,Lakeshore ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,58,82
670,Lakeshore ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,72,82
670,Lakeshore ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,65,82
670,Lakeshore ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,79,
670,Lakeshore ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,
670,Lakeshore ES,Elementary,School,Culture/Climate,Safety,55,
670,Lakeshore ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),72,
670,Lakeshore ES,Elementary,School,Social-Emotional Learning,Growth Mindset,63,
670,Lakeshore ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,60,
670,Lakeshore ES,Elementary,School,Social-Emotional Learning,Self-Management,73,
670,Lakeshore ES,Elementary,School,Social-Emotional Learning,Social Awareness,66,
670,Lakeshore ES,Elementary,SPED,Culture/Climate,Climate of Support for Academic Learning,85,31
670,Lakeshore ES,Elementary,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,31
670,Lakeshore ES,Elementary,SPED,Culture/Climate,Safety,52,31
670,Lakeshore ES,Elementary,SPED,Culture/Climate,Sense of Belonging (School Connectedness),72,31
670,Lakeshore ES,Elementary,SPED,Social-Emotional Learning,Growth Mindset,51,31
670,Lakeshore ES,Elementary,SPED,Social-Emotional Learning,Self-Efficacy,46,31
670,Lakeshore ES,Elementary,SPED,Social-Emotional Learning,Self-Management,64,31
670,Lakeshore ES,Elementary,SPED,Social-Emotional Learning,Social Awareness,60,31
676,Lawton Alt K8,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,81,94
676,Lawton Alt K8,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",75,94
676,Lawton Alt K8,Elementary,Asian,Culture/Climate,Safety,65,94
676,Lawton Alt K8,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),78,94
676,Lawton Alt K8,Elementary,Asian,Social-Emotional Learning,Growth Mindset,61,94
676,Lawton Alt K8,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,50,94
676,Lawton Alt K8,Elementary,Asian,Social-Emotional Learning,Self-Management,80,94
676,Lawton Alt K8,Elementary,Asian,Social-Emotional Learning,Social Awareness,62,94
676,Lawton Alt K8,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,80,60
676,Lawton Alt K8,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,60
676,Lawton Alt K8,Elementary,Low SES,Culture/Climate,Safety,63,60
676,Lawton Alt K8,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),79,60
676,Lawton Alt K8,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,57,60
676,Lawton Alt K8,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,46,60
676,Lawton Alt K8,Elementary,Low SES,Social-Emotional Learning,Self-Management,78,60
676,Lawton Alt K8,Elementary,Low SES,Social-Emotional Learning,Social Awareness,59,60
676,Lawton Alt K8,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,82,
676,Lawton Alt K8,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,
676,Lawton Alt K8,Elementary,School,Culture/Climate,Safety,62,
676,Lawton Alt K8,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),78,
676,Lawton Alt K8,Elementary,School,Social-Emotional Learning,Growth Mindset,61,
676,Lawton Alt K8,Elementary,School,Social-Emotional Learning,Self-Efficacy,53,
676,Lawton Alt K8,Elementary,School,Social-Emotional Learning,Self-Management,80,
676,Lawton Alt K8,Elementary,School,Social-Emotional Learning,Social Awareness,63,
676,Lawton Alt K8,Middle,Asian,Culture/Climate,Climate of Support for Academic Learning,80,147
676,Lawton Alt K8,Middle,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",69,147
676,Lawton Alt K8,Middle,Asian,Culture/Climate,Safety,67,147
676,Lawton Alt K8,Middle,Asian,Culture/Climate,Sense of Belonging (School Connectedness),71,147
676,Lawton Alt K8,Middle,Asian,Social-Emotional Learning,Growth Mindset,68,147
676,Lawton Alt K8,Middle,Asian,Social-Emotional Learning,Self-Efficacy,58,147
676,Lawton Alt K8,Middle,Asian,Social-Emotional Learning,Self-Management,81,147
676,Lawton Alt K8,Middle,Asian,Social-Emotional Learning,Social Awareness,62,147
676,Lawton Alt K8,Middle,Low SES,Culture/Climate,Climate of Support for Academic Learning,84,87
676,Lawton Alt K8,Middle,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,87
676,Lawton Alt K8,Middle,Low SES,Culture/Climate,Safety,69,87
676,Lawton Alt K8,Middle,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),75,87
676,Lawton Alt K8,Middle,Low SES,Social-Emotional Learning,Growth Mindset,69,87
676,Lawton Alt K8,Middle,Low SES,Social-Emotional Learning,Self-Efficacy,60,87
676,Lawton Alt K8,Middle,Low SES,Social-Emotional Learning,Self-Management,83,87
676,Lawton Alt K8,Middle,Low SES,Social-Emotional Learning,Social Awareness,66,87
676,Lawton Alt K8,Middle,School,Culture/Climate,Climate of Support for Academic Learning,80,
676,Lawton Alt K8,Middle,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",69,
676,Lawton Alt K8,Middle,School,Culture/Climate,Safety,66,
676,Lawton Alt K8,Middle,School,Culture/Climate,Sense of Belonging (School Connectedness),72,
676,Lawton Alt K8,Middle,School,Social-Emotional Learning,Growth Mindset,70,
676,Lawton Alt K8,Middle,School,Social-Emotional Learning,Self-Efficacy,59,
676,Lawton Alt K8,Middle,School,Social-Emotional Learning,Self-Management,81,
676,Lawton Alt K8,Middle,School,Social-Emotional Learning,Social Awareness,62,
680,Flynn ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,77,51
680,Flynn ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",62,51
680,Flynn ES,Elementary,ELL,Culture/Climate,Safety,51,51
680,Flynn ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),71,51
680,Flynn ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,50,51
680,Flynn ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,55,51
680,Flynn ES,Elementary,ELL,Social-Emotional Learning,Self-Management,55,51
680,Flynn ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,64,51
680,Flynn ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,79,95
680,Flynn ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",63,95
680,Flynn ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,56,95
680,Flynn ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),72,95
680,Flynn ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,51,95
680,Flynn ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,60,95
680,Flynn ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,61,95
680,Flynn ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,68,95
680,Flynn ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,81,98
680,Flynn ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,98
680,Flynn ES,Elementary,Low SES,Culture/Climate,Safety,54,98
680,Flynn ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),73,98
680,Flynn ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,54,98
680,Flynn ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,63,98
680,Flynn ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,62,98
680,Flynn ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,70,98
680,Flynn ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,76,
680,Flynn ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",63,
680,Flynn ES,Elementary,School,Culture/Climate,Safety,55,
680,Flynn ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),68,
680,Flynn ES,Elementary,School,Social-Emotional Learning,Growth Mindset,56,
680,Flynn ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,62,
680,Flynn ES,Elementary,School,Social-Emotional Learning,Self-Management,63,
680,Flynn ES,Elementary,School,Social-Emotional Learning,Social Awareness,68,
680,Flynn ES,Elementary,SPED,Culture/Climate,Climate of Support for Academic Learning,70,24
680,Flynn ES,Elementary,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,24
680,Flynn ES,Elementary,SPED,Culture/Climate,Safety,54,24
680,Flynn ES,Elementary,SPED,Culture/Climate,Sense of Belonging (School Connectedness),56,24
680,Flynn ES,Elementary,SPED,Social-Emotional Learning,Growth Mindset,45,24
680,Flynn ES,Elementary,SPED,Social-Emotional Learning,Self-Efficacy,60,24
680,Flynn ES,Elementary,SPED,Social-Emotional Learning,Self-Management,51,24
680,Flynn ES,Elementary,SPED,Social-Emotional Learning,Social Awareness,60,24
691,Longfellow ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,81,45
691,Longfellow ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,45
691,Longfellow ES,Elementary,Asian,Culture/Climate,Safety,55,45
691,Longfellow ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),75,45
691,Longfellow ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,60,45
691,Longfellow ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,64,45
691,Longfellow ES,Elementary,Asian,Social-Emotional Learning,Self-Management,80,45
691,Longfellow ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,73,45
691,Longfellow ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,77,93
691,Longfellow ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",75,93
691,Longfellow ES,Elementary,ELL,Culture/Climate,Safety,46,93
691,Longfellow ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),73,93
691,Longfellow ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,42,93
691,Longfellow ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,48,93
691,Longfellow ES,Elementary,ELL,Social-Emotional Learning,Self-Management,67,93
691,Longfellow ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,61,93
691,Longfellow ES,Elementary,Filipino,Culture/Climate,Climate of Support for Academic Learning,85,37
691,Longfellow ES,Elementary,Filipino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",75,37
691,Longfellow ES,Elementary,Filipino,Culture/Climate,Safety,60,37
691,Longfellow ES,Elementary,Filipino,Culture/Climate,Sense of Belonging (School Connectedness),80,37
691,Longfellow ES,Elementary,Filipino,Social-Emotional Learning,Growth Mindset,52,37
691,Longfellow ES,Elementary,Filipino,Social-Emotional Learning,Self-Efficacy,51,37
691,Longfellow ES,Elementary,Filipino,Social-Emotional Learning,Self-Management,71,37
691,Longfellow ES,Elementary,Filipino,Social-Emotional Learning,Social Awareness,65,37
691,Longfellow ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,76,91
691,Longfellow ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,91
691,Longfellow ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,50,91
691,Longfellow ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),74,91
691,Longfellow ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,45,91
691,Longfellow ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,51,91
691,Longfellow ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,66,91
691,Longfellow ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,61,91
691,Longfellow ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,79,141
691,Longfellow ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,141
691,Longfellow ES,Elementary,Low SES,Culture/Climate,Safety,53,141
691,Longfellow ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),75,141
691,Longfellow ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,51,141
691,Longfellow ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,57,141
691,Longfellow ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,70,141
691,Longfellow ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,65,141
691,Longfellow ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,79,
691,Longfellow ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,
691,Longfellow ES,Elementary,School,Culture/Climate,Safety,53,
691,Longfellow ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),75,
691,Longfellow ES,Elementary,School,Social-Emotional Learning,Growth Mindset,52,
691,Longfellow ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,56,
691,Longfellow ES,Elementary,School,Social-Emotional Learning,Self-Management,70,
691,Longfellow ES,Elementary,School,Social-Emotional Learning,Social Awareness,66,
691,Longfellow ES,Elementary,SPED,Culture/Climate,Climate of Support for Academic Learning,77,23
691,Longfellow ES,Elementary,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",71,23
691,Longfellow ES,Elementary,SPED,Culture/Climate,Safety,45,23
691,Longfellow ES,Elementary,SPED,Culture/Climate,Sense of Belonging (School Connectedness),74,23
691,Longfellow ES,Elementary,SPED,Social-Emotional Learning,Growth Mindset,48,23
691,Longfellow ES,Elementary,SPED,Social-Emotional Learning,Self-Efficacy,48,23
691,Longfellow ES,Elementary,SPED,Social-Emotional Learning,Self-Management,66,23
691,Longfellow ES,Elementary,SPED,Social-Emotional Learning,Social Awareness,61,23
697,Lowell HS,High,Asian,Culture/Climate,Climate of Support for Academic Learning,66,532
697,Lowell HS,High,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",62,532
697,Lowell HS,High,Asian,Culture/Climate,Safety,87,532
697,Lowell HS,High,Asian,Culture/Climate,Sense of Belonging (School Connectedness),63,532
697,Lowell HS,High,Asian,Social-Emotional Learning,Growth Mindset,72,532
697,Lowell HS,High,Asian,Social-Emotional Learning,Self-Efficacy,45,532
697,Lowell HS,High,Asian,Social-Emotional Learning,Self-Management,82,532
697,Lowell HS,High,Asian,Social-Emotional Learning,Social Awareness,68,532
697,Lowell HS,High,Decline to State,Culture/Climate,Climate of Support for Academic Learning,64,60
697,Lowell HS,High,Decline to State,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",61,60
697,Lowell HS,High,Decline to State,Culture/Climate,Safety,88,60
697,Lowell HS,High,Decline to State,Culture/Climate,Sense of Belonging (School Connectedness),71,60
697,Lowell HS,High,Decline to State,Social-Emotional Learning,Growth Mindset,72,60
697,Lowell HS,High,Decline to State,Social-Emotional Learning,Self-Efficacy,49,60
697,Lowell HS,High,Decline to State,Social-Emotional Learning,Self-Management,82,60
697,Lowell HS,High,Decline to State,Social-Emotional Learning,Social Awareness,72,60
